Id,ID_Reserva,Num_Adultos,Num_Niños,Noches_Fin_Semana,Noches_Semana,Tipo_Plan_Comidas,Requiere_Estacionamiento,Tipo_Habitación_Reservada,Tiempo_Antelación,Año_Llegada,Mes_Llegada,Día_Llegada,Segmento_Mercado,Huésped_Recurrente,Num_Cancelaciones_Previas,Num_Reservas_Previas_No_Canceladas,Precio_Promedio_Por_Habitación,Num_Solicitudes_Especiales,Estado_Reserva
5884,INN05885,1,0,0,2,Meal Plan 2,0,Room_Type 1,257.0,2017,7,1,Offline,0,0,0,80.0,0.0,No Cancelada
33006,INN33007,2,0,2,5,Meal Plan 1,0,Room_Type 1,39.0,2018,11,15,Online,0,0,0,97.4,1.0,No Cancelada
1642,INN01643,2,0,0,1,Meal Plan 1,0,Room_Type 1,,2018,6,21,Online,0,0,0,121.5,1.0,No Cancelada
13869,INN13870,2,0,1,2,,0,,95.0,2018,11,7,Online,0,0,0,185.4,1.0,No Cancelada
34444,INN34445,2,0,0,3,Meal Plan 1,0,Room_Type 1,134.0,2018,9,22,,0,0,0,129.6,2.0,No Cancelada
27449,INN27450,2,0,0,3,Meal Plan 1,0,Room_Type 1,,2017,9,17,Offline,0,0,0,70.0,,No Cancelada
35204,INN35205,2,0,0,1,Meal Plan 1,0,Room_Type 1,228.0,2018,6,4,Online,0,0,0,73.6,1.0,Cancelada
16293,INN16294,2,0,0,4,Meal Plan 1,0,Room_Type 1,323.0,2018,5,17,Offline,0,0,0,70.0,0.0,Cancelada
35203,INN35204,1,0,0,1,Meal Plan 1,0,Room_Type 1,,2018,6,14,Online,0,0,0,85.0,1.0,No Cancelada
25802,INN25803,1,0,0,2,Meal Plan 2,0,Room_Type 1,6.0,2017,12,10,Online,0,0,0,0.0,0.0,No Cancelada
13543,INN13544,2,0,1,1,,0,Room_Type 1,3.0,2018,8,22,Corporate,0,0,0,100.0,0.0,No Cancelada
20134,INN20135,2,0,0,3,Meal Plan 1,0,Room_Type 1,31.0,2017,11,26,Online,0,0,0,96.3,,No Cancelada
20923,INN20924,2,0,0,1,Meal Plan 1,0,Room_Type 1,,2017,12,10,Corporate,0,0,0,75.0,1.0,No Cancelada
26747,INN26748,1,0,0,2,Meal Plan 1,0,Room_Type 1,14.0,2018,2,18,Online,0,0,0,85.0,0.0,Cancelada
27690,INN27691,2,0,0,2,Meal Plan 1,0,Room_Type 1,,2018,12,9,,0,0,0,75.0,0.0,No Cancelada
26530,INN26531,2,0,1,4,Meal Plan 1,0,,,2018,5,2,Offline,0,0,0,90.95,,No Cancelada
1397,INN01398,2,0,0,1,Not Selected,0,,3.0,2018,1,8,Online,0,0,0,67.5,0.0,No Cancelada
21691,INN21692,1,0,1,0,Not Selected,0,Room_Type 1,3.0,2018,10,10,Online,0,0,0,134.0,0.0,No Cancelada
31214,INN31215,2,0,0,1,Meal Plan 1,0,Room_Type 1,14.0,2018,4,29,Offline,0,0,0,65.0,0.0,No Cancelada
35234,INN35235,2,0,2,3,Meal Plan 1,0,Room_Type 1,269.0,2018,12,29,,0,0,0,80.0,0.0,No Cancelada
10470,INN10471,2,0,1,2,Meal Plan 1,0,Room_Type 4,133.0,2018,8,19,Offline,0,0,0,82.45,0.0,Cancelada
16084,INN16085,2,1,0,1,Meal Plan 1,0,Room_Type 1,2.0,2018,8,17,Online,0,0,0,100.1,2.0,No Cancelada
25881,INN25882,1,0,2,2,Meal Plan 1,0,Room_Type 1,111.0,2018,6,17,Online,0,0,0,,1.0,No Cancelada
22828,INN22829,1,0,0,1,Meal Plan 1,0,Room_Type 1,,2017,9,24,Offline,0,0,0,77.0,0.0,No Cancelada
20941,INN20942,3,0,0,4,,0,Room_Type 1,159.0,2018,8,3,Online,0,0,0,130.05,,Cancelada
20171,INN20172,2,1,0,3,Meal Plan 1,0,Room_Type 1,184.0,2018,10,4,Online,0,0,0,,0.0,Cancelada
7807,INN07808,2,0,1,1,Not Selected,0,Room_Type 1,,2018,5,7,Online,0,0,0,,0.0,No Cancelada
20539,INN20540,2,0,0,2,,0,Room_Type 1,42.0,2018,11,4,Offline,0,0,0,,0.0,No Cancelada
29959,INN29960,2,0,2,1,,1,,64.0,2018,9,18,Online,0,0,0,144.9,,No Cancelada
16897,INN16898,3,0,2,1,Meal Plan 1,0,,116.0,2018,8,6,Offline,0,0,0,113.56,0.0,Cancelada
34675,INN34676,1,0,0,1,,0,Room_Type 1,0.0,2017,10,20,Online,0,0,0,139.0,0.0,No Cancelada
9637,INN09638,2,0,0,1,Meal Plan 1,0,,27.0,2018,6,9,,0,0,0,120.0,0.0,No Cancelada
21008,INN21009,2,0,1,3,Meal Plan 1,0,Room_Type 1,,2018,3,17,Offline,0,0,0,80.0,0.0,Cancelada
33345,INN33346,2,0,1,2,Meal Plan 1,0,Room_Type 4,27.0,2018,10,10,Online,0,0,0,144.9,0.0,Cancelada
11643,INN11644,2,0,0,3,Meal Plan 2,0,Room_Type 1,150.0,2018,6,16,,0,0,0,90.0,1.0,No Cancelada
35964,INN35965,2,0,0,1,Meal Plan 1,0,Room_Type 1,1.0,2017,12,31,Online,0,0,0,135.0,1.0,No Cancelada
735,INN00736,2,0,0,3,,0,,26.0,2018,4,27,Online,0,0,0,140.67,0.0,Cancelada
3605,INN03606,2,0,1,2,,0,Room_Type 1,67.0,2018,12,2,Offline,0,0,0,,0.0,No Cancelada
19294,INN19295,1,0,1,2,Meal Plan 1,0,Room_Type 1,180.0,2018,10,10,Offline,0,0,0,120.0,0.0,Cancelada
7438,INN07439,3,0,0,2,Meal Plan 1,0,Room_Type 4,203.0,2018,8,17,Online,0,0,0,,1.0,Cancelada
30442,INN30443,2,0,2,0,Meal Plan 2,0,Room_Type 1,,2018,5,8,Offline,0,0,0,110.75,0.0,Cancelada
564,INN00565,1,0,0,2,Meal Plan 1,0,Room_Type 1,,2018,6,15,,0,0,0,130.0,0.0,Cancelada
8600,INN08601,1,0,2,7,Meal Plan 1,0,Room_Type 1,111.0,2018,2,23,Offline,0,0,0,60.0,,Cancelada
14712,INN14713,2,0,1,0,Meal Plan 1,0,Room_Type 1,12.0,2017,10,4,Offline,0,0,0,72.0,0.0,No Cancelada
11341,INN11342,2,0,0,2,Meal Plan 2,0,Room_Type 1,,2018,7,21,Offline,0,0,0,115.0,0.0,Cancelada
9957,INN09958,2,0,1,2,Meal Plan 1,0,Room_Type 1,21.0,2018,8,15,Online,0,0,0,151.0,0.0,Cancelada
32527,INN32528,2,0,2,2,Meal Plan 1,0,,123.0,2018,7,2,Online,0,0,0,97.33,0.0,Cancelada
35396,INN35397,2,0,2,1,Meal Plan 1,0,Room_Type 1,9.0,2018,10,2,Offline,0,0,0,85.0,1.0,No Cancelada
11818,INN11819,2,0,2,2,Meal Plan 1,0,Room_Type 4,71.0,2018,5,13,Online,0,0,0,,,No Cancelada
13707,INN13708,2,0,2,1,Meal Plan 1,0,Room_Type 4,20.0,2018,8,21,,0,0,0,,2.0,No Cancelada
9700,INN09701,2,0,1,3,Not Selected,0,Room_Type 1,0.0,2017,8,6,Online,0,0,0,81.0,0.0,No Cancelada
23081,INN23082,2,0,1,2,Meal Plan 1,0,,62.0,2018,4,1,Online,0,0,0,106.2,0.0,No Cancelada
19893,INN19894,2,0,0,3,Not Selected,0,Room_Type 1,39.0,2018,6,21,,0,0,0,68.61,,No Cancelada
1855,INN01856,2,0,2,2,Meal Plan 1,0,Room_Type 1,132.0,2017,12,20,Online,0,0,0,,0.0,No Cancelada
23675,INN23676,2,0,1,4,Meal Plan 1,0,Room_Type 1,18.0,2017,10,5,Online,0,0,0,107.0,2.0,No Cancelada
10112,INN10113,2,0,2,2,Not Selected,0,Room_Type 1,22.0,2018,8,28,Online,0,0,0,112.25,2.0,No Cancelada
35313,INN35314,2,0,2,1,Meal Plan 1,0,Room_Type 1,275.0,2018,10,1,Online,0,0,0,106.2,0.0,Cancelada
11620,INN11621,1,0,1,0,Meal Plan 1,0,,0.0,2017,11,9,Corporate,0,0,0,65.0,0.0,No Cancelada
12149,INN12150,1,0,1,3,Meal Plan 1,0,Room_Type 1,29.0,2018,4,18,Online,0,0,0,97.33,0.0,No Cancelada
8328,INN08329,2,0,0,1,Meal Plan 1,0,Room_Type 4,2.0,2018,9,22,Online,0,0,0,210.0,2.0,No Cancelada
9145,INN09146,2,0,0,3,Meal Plan 1,0,,62.0,2018,10,13,Online,0,0,0,132.3,2.0,No Cancelada
9143,INN09144,2,2,0,2,Meal Plan 1,0,Room_Type 6,204.0,2018,10,7,Online,0,0,0,180.9,1.0,Cancelada
930,INN00931,2,0,0,3,Meal Plan 1,0,Room_Type 4,18.0,2018,5,10,,0,0,0,,1.0,No Cancelada
6034,INN06035,2,0,2,3,,0,Room_Type 1,,2018,7,17,Online,0,0,0,107.1,1.0,No Cancelada
18566,INN18567,2,0,0,2,Meal Plan 1,0,Room_Type 4,7.0,2018,9,14,Online,0,0,0,184.0,0.0,Cancelada
12762,INN12763,3,0,2,2,Meal Plan 1,0,Room_Type 4,255.0,2018,12,30,,0,0,0,123.75,,No Cancelada
16037,INN16038,2,0,0,1,,0,Room_Type 1,26.0,2018,10,29,Online,0,0,0,,1.0,No Cancelada
25391,INN25392,2,0,2,0,Meal Plan 1,0,Room_Type 1,146.0,2018,4,24,Offline,0,0,0,95.0,0.0,Cancelada
18697,INN18698,2,0,4,6,Meal Plan 1,0,,27.0,2018,6,12,,0,0,0,132.24,0.0,Cancelada
33118,INN33119,2,0,2,1,Meal Plan 1,0,,0.0,2017,9,19,Offline,0,0,0,136.0,,No Cancelada
12659,INN12660,2,0,2,1,Meal Plan 1,0,Room_Type 4,66.0,2018,12,24,Online,0,0,0,79.0,1.0,No Cancelada
4849,INN04850,2,0,0,2,,0,,317.0,2018,9,15,Online,0,0,0,120.0,0.0,Cancelada
24411,INN24412,2,0,0,2,Not Selected,1,Room_Type 1,178.0,2018,5,27,Online,0,0,0,114.3,1.0,Cancelada
16054,INN16055,1,0,2,3,Meal Plan 1,0,Room_Type 1,219.0,2017,9,4,Offline,0,0,0,74.0,0.0,No Cancelada
1550,INN01551,2,0,1,2,Meal Plan 1,0,Room_Type 4,11.0,2018,2,12,,0,0,0,73.6,2.0,No Cancelada
30333,INN30334,2,0,2,3,Meal Plan 1,0,Room_Type 1,76.0,2018,5,13,Online,0,0,0,119.85,0.0,Cancelada
13967,INN13968,1,0,1,4,Meal Plan 1,0,Room_Type 1,13.0,2017,8,31,Online,0,0,0,,2.0,Cancelada
17837,INN17838,2,0,1,1,Meal Plan 1,0,Room_Type 1,39.0,2018,2,8,Online,0,0,0,64.64,1.0,No Cancelada
9167,INN09168,1,0,1,0,Not Selected,0,Room_Type 1,36.0,2018,9,25,Online,0,0,0,72.07,1.0,No Cancelada
31032,INN31033,1,0,1,2,Meal Plan 1,0,Room_Type 1,4.0,2017,9,28,Corporate,0,0,0,95.0,1.0,No Cancelada
8078,INN08079,1,0,0,2,Not Selected,0,Room_Type 1,30.0,2018,11,16,Online,0,0,0,82.0,0.0,No Cancelada
30846,INN30847,2,0,1,3,Meal Plan 1,0,Room_Type 1,210.0,2017,10,8,Offline,0,0,0,72.75,0.0,No Cancelada
31175,INN31176,2,0,4,7,Not Selected,0,Room_Type 1,,2018,12,9,Online,0,0,0,71.25,0.0,No Cancelada
25631,INN25632,2,0,0,2,,0,Room_Type 1,,2017,10,28,,0,0,0,95.1,0.0,No Cancelada
5652,INN05653,2,0,2,2,Meal Plan 1,0,Room_Type 4,56.0,2018,5,14,Online,0,0,0,132.6,,No Cancelada
4515,INN04516,1,0,0,3,Meal Plan 1,0,Room_Type 1,71.0,2018,6,14,Offline,0,0,0,120.0,0.0,No Cancelada
24938,INN24939,2,0,0,3,Meal Plan 1,0,Room_Type 1,160.0,2017,12,30,,0,0,0,70.67,0.0,No Cancelada
19757,INN19758,2,0,1,1,Meal Plan 1,0,,,2017,10,26,Online,0,0,0,,2.0,No Cancelada
8520,INN08521,2,0,1,3,,0,Room_Type 2,63.0,2018,2,15,Online,0,0,0,,1.0,No Cancelada
29303,INN29304,2,0,0,4,Meal Plan 1,0,Room_Type 1,133.0,2018,8,23,Online,0,0,0,100.8,0.0,Cancelada
19352,INN19353,1,0,0,2,,0,,123.0,2018,5,6,,0,0,0,126.3,1.0,No Cancelada
8815,INN08816,2,0,1,3,,0,,75.0,2018,4,25,Online,0,0,0,103.7,1.0,No Cancelada
14885,INN14886,2,0,0,1,Meal Plan 1,1,Room_Type 1,1.0,2017,8,11,Online,0,0,0,105.0,1.0,No Cancelada
8806,INN08807,2,0,0,4,Meal Plan 1,0,Room_Type 1,184.0,2018,8,9,Online,0,0,0,99.45,1.0,Cancelada
35080,INN35081,2,0,1,0,,0,Room_Type 1,179.0,2017,9,20,Online,0,0,0,93.5,0.0,Cancelada
16501,INN16502,2,0,0,3,Meal Plan 1,0,Room_Type 1,28.0,2017,9,15,Online,0,0,0,84.0,,No Cancelada
7672,INN07673,2,0,1,2,,0,Room_Type 1,,2017,9,14,Online,0,0,0,105.0,1.0,No Cancelada
6884,INN06885,2,0,3,7,Not Selected,0,Room_Type 1,18.0,2018,1,29,Online,0,0,0,77.2,0.0,No Cancelada
22499,INN22500,2,0,2,3,Meal Plan 1,0,Room_Type 1,268.0,2018,4,8,,0,0,0,78.0,,Cancelada
22688,INN22689,2,0,1,4,Meal Plan 1,0,Room_Type 1,0.0,2018,6,27,Online,0,0,0,76.47,1.0,No Cancelada
7960,INN07961,2,0,2,1,Not Selected,0,Room_Type 1,45.0,2018,3,13,Online,0,0,0,71.1,1.0,No Cancelada
655,INN00656,2,0,0,2,Meal Plan 2,0,Room_Type 5,37.0,2018,6,17,Offline,0,0,0,134.1,,No Cancelada
19989,INN19990,2,0,0,1,,0,Room_Type 1,7.0,2018,8,20,Online,0,0,0,130.0,2.0,No Cancelada
31653,INN31654,2,0,0,4,Meal Plan 1,0,Room_Type 4,255.0,2018,9,20,Online,0,0,0,122.83,0.0,Cancelada
20052,INN20053,3,0,0,4,,0,Room_Type 4,87.0,2018,7,27,Online,0,0,0,139.95,,No Cancelada
2895,INN02896,2,0,0,2,Meal Plan 1,0,Room_Type 4,29.0,2018,5,19,Offline,0,0,0,111.5,,No Cancelada
3312,INN03313,2,0,1,1,Meal Plan 1,0,Room_Type 1,0.0,2017,9,5,Online,0,0,0,147.5,0.0,No Cancelada
11683,INN11684,0,2,0,1,Meal Plan 1,0,Room_Type 2,65.0,2018,8,4,Online,0,0,0,127.38,1.0,No Cancelada
20389,INN20390,1,0,0,2,,0,Room_Type 1,,2018,6,21,Complementary,1,0,26,0.0,3.0,No Cancelada
17022,INN17023,1,0,0,2,Meal Plan 1,0,Room_Type 1,192.0,2018,6,24,Offline,0,0,0,95.0,0.0,No Cancelada
26326,INN26327,2,0,1,0,Meal Plan 1,0,Room_Type 2,8.0,2017,12,13,Online,0,0,0,104.25,1.0,No Cancelada
3277,INN03278,3,0,2,2,Meal Plan 1,0,,77.0,2018,5,15,Online,0,0,0,,1.0,Cancelada
21212,INN21213,2,0,2,2,Not Selected,0,Room_Type 1,217.0,2018,11,20,,0,0,0,,2.0,Cancelada
26516,INN26517,2,0,2,5,Not Selected,0,Room_Type 1,,2018,7,14,Online,0,0,0,86.82,0.0,Cancelada
17695,INN17696,2,0,1,1,Not Selected,0,Room_Type 1,16.0,2018,3,5,Online,0,0,0,,0.0,Cancelada
17079,INN17080,2,0,2,1,Meal Plan 1,0,Room_Type 1,138.0,2018,9,11,Offline,0,0,0,80.75,0.0,No Cancelada
24418,INN24419,1,0,0,2,Meal Plan 1,0,Room_Type 1,188.0,2018,6,15,Offline,0,0,0,130.0,0.0,Cancelada
27458,INN27459,2,0,0,4,,0,Room_Type 1,28.0,2018,8,30,Online,0,0,0,94.05,0.0,Cancelada
18120,INN18121,2,0,1,1,Meal Plan 1,0,Room_Type 1,176.0,2018,8,27,Online,0,0,0,96.3,0.0,Cancelada
3012,INN03013,3,0,2,1,Meal Plan 1,0,,111.0,2018,7,24,Online,0,0,0,137.7,0.0,Cancelada
33662,INN33663,1,0,0,2,,0,Room_Type 1,320.0,2018,8,18,Offline,0,0,0,90.0,0.0,Cancelada
18375,INN18376,2,0,0,2,,0,,71.0,2018,6,17,Offline,0,0,0,80.75,0.0,No Cancelada
5263,INN05264,3,0,1,1,Meal Plan 1,0,Room_Type 1,27.0,2018,9,26,Online,0,0,0,140.2,0.0,Cancelada
12106,INN12107,2,2,1,4,,0,,233.0,2018,8,22,Online,0,0,0,,0.0,Cancelada
33028,INN33029,1,0,0,3,Meal Plan 2,0,Room_Type 1,71.0,2018,5,10,Offline,0,0,0,98.0,0.0,No Cancelada
13263,INN13264,2,0,1,2,,0,Room_Type 1,54.0,2018,11,11,Online,0,0,0,96.0,1.0,No Cancelada
1856,INN01857,1,0,2,4,Meal Plan 1,0,Room_Type 1,69.0,2018,6,12,Online,0,0,0,120.0,0.0,Cancelada
26532,INN26533,2,0,2,2,,0,Room_Type 1,86.0,2018,3,20,Online,0,0,0,73.95,,No Cancelada
29361,INN29362,2,0,2,5,Meal Plan 1,0,,101.0,2018,4,9,Online,0,0,0,70.99,2.0,No Cancelada
33418,INN33419,1,0,2,2,Meal Plan 1,0,Room_Type 1,64.0,2018,3,18,Online,0,0,0,93.5,0.0,No Cancelada
12448,INN12449,1,0,0,0,Meal Plan 1,0,Room_Type 1,2.0,2018,12,1,Online,0,0,0,0.0,2.0,No Cancelada
25369,INN25370,1,0,0,1,Meal Plan 1,0,Room_Type 1,,2018,10,14,Offline,0,0,0,120.0,0.0,No Cancelada
34548,INN34549,3,0,1,3,Meal Plan 1,0,Room_Type 4,40.0,2018,3,24,,0,0,0,,2.0,No Cancelada
6088,INN06089,2,0,2,3,,0,Room_Type 1,272.0,2018,7,28,,0,0,0,90.1,,Cancelada
22189,INN22190,2,0,2,2,Meal Plan 1,0,,,2018,6,19,Online,0,0,0,156.0,1.0,No Cancelada
26638,INN26639,1,0,0,1,Meal Plan 1,0,Room_Type 1,,2018,2,19,Corporate,0,0,0,80.0,0.0,No Cancelada
9799,INN09800,2,0,2,0,Meal Plan 1,0,Room_Type 4,16.0,2018,2,28,Online,0,0,0,106.0,0.0,Cancelada
13949,INN13950,2,0,1,4,Meal Plan 1,0,Room_Type 1,113.0,2018,6,27,,0,0,0,92.65,1.0,No Cancelada
5306,INN05307,2,0,2,4,Meal Plan 1,0,Room_Type 1,263.0,2018,9,29,Online,0,0,0,100.3,0.0,Cancelada
28470,INN28471,1,0,2,1,Meal Plan 1,0,Room_Type 1,116.0,2018,2,28,Offline,0,0,0,61.0,0.0,Cancelada
7481,INN07482,2,0,2,2,Not Selected,0,,208.0,2018,7,30,Online,0,0,0,80.75,0.0,Cancelada
27671,INN27672,2,0,0,3,Meal Plan 1,0,Room_Type 1,,2017,8,5,Corporate,0,0,0,65.0,0.0,No Cancelada
19033,INN19034,2,1,1,1,Meal Plan 1,0,Room_Type 1,101.0,2018,8,20,Online,0,0,0,134.1,1.0,No Cancelada
2468,INN02469,2,0,0,3,Not Selected,0,Room_Type 1,66.0,2018,11,10,Online,0,0,0,106.5,1.0,No Cancelada
34632,INN34633,2,0,1,3,,0,Room_Type 1,26.0,2018,10,3,,0,0,0,103.76,1.0,No Cancelada
22442,INN22443,2,0,0,2,Not Selected,0,Room_Type 1,61.0,2018,7,26,Online,0,0,0,94.5,0.0,Cancelada
12302,INN12303,3,0,2,1,Meal Plan 1,0,Room_Type 1,,2018,4,10,Online,0,0,0,137.7,0.0,Cancelada
8766,INN08767,1,0,1,1,Not Selected,0,Room_Type 1,48.0,2018,4,4,,0,0,0,107.1,,Cancelada
13306,INN13307,2,0,0,1,Meal Plan 1,0,,42.0,2017,10,6,Online,0,0,0,86.4,1.0,Cancelada
17225,INN17226,2,0,1,3,Not Selected,0,Room_Type 1,94.0,2018,10,6,Online,0,0,0,108.0,,Cancelada
12640,INN12641,2,0,0,1,Meal Plan 1,0,Room_Type 2,35.0,2017,12,26,Online,0,0,0,,2.0,No Cancelada
24591,INN24592,3,0,0,4,Meal Plan 1,0,Room_Type 4,48.0,2018,8,24,Online,0,0,0,168.3,,No Cancelada
7300,INN07301,1,0,1,0,Not Selected,0,Room_Type 1,3.0,2018,10,16,Online,0,0,0,120.0,1.0,No Cancelada
24684,INN24685,2,1,0,4,Meal Plan 1,0,Room_Type 1,10.0,2018,10,19,,0,0,0,180.0,1.0,No Cancelada
7714,INN07715,2,0,2,3,Meal Plan 2,0,Room_Type 4,,2018,5,29,Offline,0,0,0,,0.0,No Cancelada
11085,INN11086,2,0,2,1,Meal Plan 1,0,Room_Type 4,142.0,2018,6,26,Online,0,0,0,,0.0,No Cancelada
14577,INN14578,1,0,2,3,Meal Plan 1,0,Room_Type 1,3.0,2018,3,3,Online,0,0,0,102.0,,No Cancelada
10997,INN10998,2,0,2,2,Meal Plan 1,0,,80.0,2018,7,15,Offline,0,0,0,,,No Cancelada
30223,INN30224,1,0,0,2,Meal Plan 1,0,Room_Type 1,6.0,2018,11,22,Corporate,0,0,0,,1.0,No Cancelada
27887,INN27888,2,0,2,2,Meal Plan 1,0,,60.0,2018,3,20,Offline,0,0,0,75.0,0.0,Cancelada
15573,INN15574,2,0,0,3,Meal Plan 1,0,Room_Type 1,279.0,2018,10,12,Offline,0,0,0,110.0,0.0,Cancelada
21988,INN21989,1,0,1,2,,0,Room_Type 1,25.0,2018,10,17,Online,0,0,0,129.0,,No Cancelada
21242,INN21243,2,0,1,3,Meal Plan 1,0,Room_Type 1,240.0,2018,10,27,,0,0,0,90.95,2.0,No Cancelada
30059,INN30060,2,0,2,2,,0,Room_Type 1,40.0,2017,12,26,Offline,0,0,0,63.0,1.0,No Cancelada
17349,INN17350,2,0,0,4,Meal Plan 1,0,Room_Type 1,39.0,2018,11,1,,0,0,0,75.0,,No Cancelada
5510,INN05511,1,0,0,1,Meal Plan 1,0,Room_Type 1,6.0,2018,2,3,Corporate,1,0,1,41.0,0.0,No Cancelada
15081,INN15082,1,0,0,1,Meal Plan 1,0,Room_Type 1,2.0,2018,1,16,Complementary,0,0,0,0.0,1.0,No Cancelada
17617,INN17618,2,0,0,3,Not Selected,0,Room_Type 1,203.0,2018,12,1,Online,0,0,0,,0.0,Cancelada
25761,INN25762,2,0,2,1,Meal Plan 2,0,,110.0,2017,7,25,Offline,0,0,0,94.5,0.0,Cancelada
11539,INN11540,2,0,2,2,Meal Plan 1,0,Room_Type 4,82.0,2018,4,8,Online,0,0,0,99.45,1.0,No Cancelada
30712,INN30713,1,0,0,3,Meal Plan 1,0,Room_Type 1,166.0,2018,11,1,Offline,0,0,0,110.0,0.0,Cancelada
34679,INN34680,1,0,1,2,Meal Plan 1,0,Room_Type 1,31.0,2018,9,16,Offline,0,0,0,70.0,0.0,No Cancelada
34395,INN34396,1,0,2,4,,0,Room_Type 1,245.0,2018,7,6,Offline,0,0,0,110.0,,Cancelada
19206,INN19207,1,0,1,0,Not Selected,0,,180.0,2018,10,10,Online,0,0,0,,1.0,No Cancelada
19759,INN19760,2,0,0,3,Meal Plan 1,0,Room_Type 1,19.0,2017,10,6,Offline,1,1,0,90.0,0.0,No Cancelada
8306,INN08307,2,0,2,5,Meal Plan 1,0,Room_Type 1,86.0,2018,8,4,Offline,0,0,0,85.0,0.0,No Cancelada
35897,INN35898,2,0,2,1,Not Selected,0,Room_Type 1,183.0,2018,10,29,Online,0,0,0,80.1,2.0,Cancelada
20468,INN20469,3,0,0,2,Meal Plan 1,0,Room_Type 4,185.0,2018,10,20,Online,0,0,0,128.7,2.0,Cancelada
18529,INN18530,3,0,1,0,Not Selected,0,,0.0,2018,8,7,Online,0,0,0,98.0,1.0,No Cancelada
2923,INN02924,2,0,0,2,Meal Plan 2,0,Room_Type 1,,2017,7,17,Online,0,0,0,109.0,0.0,Cancelada
4557,INN04558,1,0,0,1,Meal Plan 2,0,Room_Type 1,,2017,9,18,Offline,0,0,0,84.0,0.0,No Cancelada
34765,INN34766,3,0,0,4,,0,,127.0,2018,7,27,Online,0,0,0,139.95,2.0,No Cancelada
35351,INN35352,2,0,0,3,Meal Plan 1,0,Room_Type 1,37.0,2018,10,13,Offline,0,0,0,105.0,0.0,No Cancelada
31428,INN31429,1,0,1,3,Meal Plan 2,0,Room_Type 1,4.0,2018,3,7,,0,0,0,88.0,0.0,No Cancelada
8851,INN08852,2,0,0,2,Meal Plan 1,0,Room_Type 1,177.0,2018,6,3,Offline,0,0,0,100.0,0.0,Cancelada
11471,INN11472,2,0,1,2,Meal Plan 1,0,Room_Type 1,159.0,2018,9,19,Offline,0,0,0,144.0,1.0,Cancelada
30100,INN30101,1,0,0,2,Not Selected,0,Room_Type 1,15.0,2018,9,15,Online,0,0,0,139.0,,Cancelada
20540,INN20541,2,0,2,2,Meal Plan 1,0,Room_Type 1,67.0,2018,4,24,Online,0,0,0,99.45,1.0,No Cancelada
27027,INN27028,2,0,1,2,Meal Plan 1,0,Room_Type 1,,2018,12,9,Online,0,0,0,,1.0,No Cancelada
25753,INN25754,1,0,0,2,Meal Plan 1,0,Room_Type 1,188.0,2018,6,15,Offline,0,0,0,130.0,0.0,Cancelada
6015,INN06016,2,0,0,1,,0,Room_Type 1,184.0,2018,8,17,Online,0,0,0,139.5,1.0,Cancelada
20981,INN20982,2,0,1,3,Meal Plan 1,0,Room_Type 4,45.0,2018,9,5,Online,0,0,0,99.18,0.0,No Cancelada
3557,INN03558,1,0,0,3,Meal Plan 1,0,Room_Type 1,6.0,2018,2,2,Offline,0,0,0,,0.0,No Cancelada
13004,INN13005,2,1,1,2,Meal Plan 1,1,,18.0,2018,1,1,Online,0,0,0,119.58,2.0,No Cancelada
19021,INN19022,2,0,0,3,,0,Room_Type 1,35.0,2018,3,16,Online,0,0,0,63.06,1.0,No Cancelada
8148,INN08149,2,2,2,1,Meal Plan 1,0,Room_Type 6,6.0,2018,12,18,Online,0,0,0,148.39,2.0,No Cancelada
6390,INN06391,2,2,0,2,Meal Plan 1,0,Room_Type 6,1.0,2017,8,25,Online,0,0,0,156.0,,No Cancelada
24996,INN24997,2,0,1,2,Meal Plan 2,0,,161.0,2018,3,25,,0,0,0,,0.0,Cancelada
18478,INN18479,2,0,0,3,Meal Plan 1,0,Room_Type 1,20.0,2017,9,29,Online,0,0,0,136.67,2.0,No Cancelada
24969,INN24970,2,0,0,5,,0,Room_Type 1,,2018,4,12,Online,0,0,0,90.95,1.0,No Cancelada
22917,INN22918,2,0,2,0,Meal Plan 1,0,Room_Type 1,164.0,2018,7,10,Online,0,0,0,114.3,0.0,Cancelada
6575,INN06576,2,0,3,6,Meal Plan 1,0,Room_Type 1,111.0,2018,7,18,Offline,0,0,0,,0.0,No Cancelada
21023,INN21024,2,0,1,2,,0,Room_Type 4,119.0,2018,5,27,Online,0,0,0,140.4,0.0,Cancelada
17918,INN17919,3,0,0,4,Meal Plan 2,0,Room_Type 1,65.0,2018,12,21,Offline,0,0,0,122.65,,No Cancelada
10316,INN10317,2,0,2,3,Meal Plan 1,0,Room_Type 1,70.0,2018,4,2,Online,0,0,0,,2.0,No Cancelada
6791,INN06792,2,0,0,2,Meal Plan 1,0,,68.0,2017,9,29,Offline,0,0,0,65.0,0.0,No Cancelada
4644,INN04645,2,0,0,1,Meal Plan 1,0,Room_Type 1,8.0,2018,11,5,Offline,0,0,0,130.0,0.0,No Cancelada
34903,INN34904,1,0,1,0,Meal Plan 1,1,Room_Type 1,3.0,2018,6,6,,1,0,3,,0.0,No Cancelada
10491,INN10492,2,0,0,1,,0,Room_Type 4,0.0,2017,10,6,,0,0,0,,1.0,No Cancelada
8097,INN08098,2,0,0,3,Meal Plan 1,0,Room_Type 4,280.0,2018,11,16,Online,0,0,0,,1.0,Cancelada
